sku|store_number|description|regular_price|dept_code|sale_price|sale_qty|promo_start_date|promo_end_date|promo_min_qty|promo_limit_qty|promo_buy_qty|promo_get_qty|promo_tag|family_sale_code|tax_pct|bottle_deposit|cool|brand_name|product_name|size|uom|scale_flag|how_to_sell|avg_weight|wgt_selector|item_location
00044400136204|72|GORT SHMP CHILI LIME RICE|4.99|37||||||||||||||||10|OZ|N||||
00044400136303|72|GORT SHMP STIR FRY BOWL|4.99|37||||||||||||||||10|OZ|N||||
00041322126443|72|SEAPAK BEER BATTERED COD|7.99|37||||||||||||||||12.50|OZ|N||||
00041322126542|72|SEAPAK PUB STYLE CRAB POPPERS|7.99|37||||||||||||||||11|OZ|N||||
00815712015484|72|CHICKEN SLD SLIDER 4 PK|3.99|53||||||||||||||||3|OZ|N||||
00815712015477|72|TUNA SLD SLIDER 4 PK|3.99|53||||||||||||||||3|OZ|N||||
00041322126528|72|SEAPAK BEER BATTERED SHRIMP|7.99|37||||||||||||||||9|OZ|N||||
00084114221971|72|KETTLE PEPPERONCINI POTATO CHI|3.99|89||||||||||||||||8.5|OZ|N||||
00028989100665|72|MSTAR VALU BLK BEAN BURGERS|7.49|37||||||||||||||||18.90|OZ|N||||
00028989102072|72|MSTAR PULLED PORK MEAL STARTER|4.79|37|8.00|2|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15085929||||||10|OZ|N||||
00759283601120|72|BOCA CHIK'N VEGGIE NUGGETS|5.29|37||||||||||||||||10|OZ|N||||
00028400674775|72|LAYS LT SALTED CHED/SOUR CR|3.49|89|5.00|2|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|14999908||||||7.75|OZ|N||||
00028400043793|72|LAYS LIGHTLY SALTED WAVY ORIG.|3.49|89|5.00|2|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|14999908||||||7.5|OZ|N||||
00012000008030|72|PURE LEAF TEA BLK TEA STRAW|2.29|67||||||||||||||||14|OZ|N||||
00012000008047|72|PURE LEAF TEA HOUSE BLK TEA CH|2.29|67||||||||||||||||14|OZ|N||||
00012000170799|72|MT DEW KICKSTART DEW|1.59|67||||||||||||||||16|OZ|N||||
00012000170829|72|MT DEW KICKSTART ULTRA DEW|1.59|67||||||||||||||||16|OZ|N||||
00012000170874|72|MT DEW ICE|5.49|67||||||||||||||||144|OZ|N||||
00012000170898|72|MT DEW ICE|2.19|67|2.19|1|2018/06/28|2018/07/18|0|0|||Giant Eagle Advantage Card Price|15153697||||||2|LT|N||||
00012000171055|72|STARBUCKS CD BREW VAN FIG CREA|2.99|67||||||||||||||||11|OZ|N||||
00012000171079|72|STARBUCKS COLD BREW BLK SWT|2.99|67||||||||||||||||11|OZ|N||||
00012000171192|72|LIPTON ICED TEA SPLASH BERRY|5.99|67|5.99|1|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15113418||||||202.8|OZ|N||||
00012000171208|72|LIPTON ICED TEA SPLASH TROPICA|5.99|67|5.99|1|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15113418||||||202.8|OZ|N||||
00012000171338|72|BUBLY LEMON SPARKLING WATER|4.99|67||||||||||||||||12|PK|N||||
00012000171345|72|BUBLY LIME SPARKLING WATER|4.99|67||||||||||||||||12|PK|N||||
00012000171376|72|BUBLY GRAPEFRUIT SPARKLING WAT|4.99|67||||||||||||||||12|PK|N||||
00012000171420|72|BUBLY STRAWBERRY SPARKLING WAT|4.99|67||||||||||||||||12|PK|N||||
00012000171635|72|LIFE WATER PREMIUM|1.89|67||||||||||||||||20|OZ|N||||
00012000172465|72|STARBUCKS ICED LATTE MOLTEN CH|2.79|67||||||||||||||||14|OZ|N||||
00891709000329|72|INCREDIWEAR ACTIVE LOW MED BLK|13.49|10||||||||||||||||1|EA|N||||
00891709000053|72|INCREDIWEAR TREK SM GREY/GREEN|18.99|10||||||||||||||||1|EA|N||||
00851791006227|72|INCREDIWEAR SPORTS QTR SM BLK|13.99|10||||||||||||||||1|EA|N||||
00891709000657|72|INCREDIWEAR CIRCULAT LG GREY|24.99|10||||||||||||||||1|EA|N||||
00041322390264|72|SEAPAK PARM BTTRFLY FS SHRIMP|9.99|37||||||||||||||||18|OZ|N||||
00028000165123|72|DAMAK CHOCOLATE BAR|2.29|68||||||||||||||||2.82|OZ|N||||
00028000356095|72|DAMAK DARK CHOCOLATE BAR|2.29|68||||||||||||||||2.82|OZ|N||||
00070470118420|72|YOPL WHIP GIRL SCOUT THIN MINT|0.75|35||||||||||||||||4|OZ|N||||
00070470122663|72|YOPL WHIP GIRL SCOUT CARM COCO|0.75|35||||||||||||||||6|OZ|N||||
00070470125350|72|YOPL WHIP GIRL SCT PBUTT CHOCO|0.75|35||||||||||||||||4|OZ|N||||
00041420018237|72|TROLLI TWIST SOUR BRITE CRAWLR|1.59|68|5.00|5|2018/06/07|2018/07/04|0|0|||Giant Eagle Advantage Card Price|14933741||||||4|OZ|N||||
00036800436701|72|TIPPY TOES BAN PCH APRC OR PCH|1.00|39||||||||||||||||3.50|OZ|N||||
00036800436671|72|TIPPY TOES APP CARROT ORG PCH|1.00|39||||||||||||||||3.50|OZ|N||||
00036800359956|72|TIPPY TOES APP ZUCC SPIN PCH|1.00|39||||||||||||||||3.50|OZ|N||||
00036800403543|72|TIPPY TOES GRN BEAN PEAR PCH|1.00|39||||||||||||||||3.50|OZ|N||||
00036800359963|72|TIPPY TOES PEAR BLBRY SPIN PCH|1.00|39||||||||||||||||3.50|OZ|N||||
00036800403475|72|TIPPY TOES SQUASH APPL RSP PCH|1.00|39||||||||||||||||3.50|OZ|N||||
00030034913205|72|NB CAGE FREE LIQUID EGG WHITES|2.99|35||||||||||||||||16|OZ|N||||
00021000067473|72|JUST CRACK AN EGG DENVER|2.49|35||||||||||||||||3|OZ|N||||
00021000067510|72|JUST CRACK AN EGG ALL AMERICAN|2.49|35||||||||||||||||3|OZ|N||||
00021000067527|72|JUST CRACK AN EGG ULTIMATE|2.49|35||||||||||||||||3|OZ|N||||
00021000067558|72|JUST CRACK AN EGG RUSTIC|2.49|35||||||||||||||||3|OZ|N||||
00077567001023|72|MAGNUN TUB CHOCOLATE VANILLA|5.49|96|7.00|2|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15039996||||||14.80|OZ|N||||
00077567001016|72|MAGNUM TUB WHITE CHOCOLATE|5.49|96|7.00|2|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15039996||||||14.80|OZ|N||||
00077567000989|72|MAGNUM TUB CHOCOLATE HAZELNUT|5.49|96|7.00|2|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15039996||||||14.80|OZ|N||||
00785357019232|72|PEET'S MAJ DICKASON K-CUP 32CT|21.99|67||||||||||||||||32|CT|N||||
00785357019249|72|PEET'S FRENCH ROAST K-CUP 32CT|21.99|67||||||||||||||||32|CT|N||||
00036800403482|72|TIPPY TOES APP BLBRY SPIN ORG|1.00|39||||||||||||||||3.50|OZ|N||||
00016000497023|72|BUGLES CHEX MIS VP 18CT|7.99|89||||||||||||||||28|OZ|N||||
00019600922605|72|VDK CA STYLE SALMON SEAFD VEG|7.99|37||||||||||||||||18|OZ|N||||
00226604000004|72|PENNE WITH MARINARA HALF PAN|19.99|26||||||||||||||||1|EA|Y||||
00236604000003|72|PENNE WITH MARINARA FULL PAN|34.99|26||||||||||||||||1|EA|Y||||
00045255150070|72|SHREDDED HORSERADISH HOLIDAY C|3.99|4||||||||||||||||2.12|OZ|N||||
00747599401633|72|GHIRARDELLI XL ASST MINI SQRES|9.99|68||||||||||||||||12.20|OZ|N||||
00747599403682|72|GHIRARDELLI INTNS DARK SLT CRM|4.29|68||||||||||||||||4.10|OZ|N||||
00747599404337|72|GHIRARDELLI INTNS DRK MYST BAR|3.29|68||||||||||||||||3.17|OZ|N||||
00009542031695|72|LINDT EXCELLENCE BAR 78% DARK|3.29|68||||||||||||||||3.50|OZ|N||||
00009542030681|72|LINDT STICK MULTIPACK MILK CHO|3.99|68||||||||||||||||7.80|OZ|N||||
00009542016166|72|LINDOR ASSORTED BAG|6.99|68||||||||||||||||8.50|OZ|N||||
00009542037949|72|LINDT EXCELLENCE HAZELNUT BAR|3.29|68||||||||||||||||3.50|OZ|N||||
00009542034467|72|LINDOR 70% BAG|4.29|68||||||||||||||||5.10|OZ|N||||
00009542031893|72|LINDOR FUDGE SWIRL BAG|4.29|68||||||||||||||||5.10|OZ|N||||
00071202171188|72|DOLE WHOLE STRAWBERRIES BAG|9.99|36||||||||||||||||48|OZ|N||||
00023700047601|72|TYS HSH BRN CHIX NUGGETS|6.49|37||||||||||||||||25|OZ|N||||
00044000055301|72|GOOD THINS SWEET POTATO|5.99|90||||||||||||||||8.76|OZ|N||||
00044000055820|72|BELVITA BITES VARIETY PACK|5.99|89||||||||||||||||12|OZ|N||||
00044000055912|72|RITZ CRISP N THIN SEA SALT|5.99|90||||||||||||||||9|OZ|N||||
00070018117045|72|CLAIROL NNE 11 ULTRA LGHT BLND|7.29|49||||||||||||||||1|UN|N||||
00070018117335|72|CLAIROL NNE 10 EXTRA LGHT BLND|7.29|49||||||||||||||||1|UN|N||||
00070018116871|72|CLAIROL NNE 9 LIGHT BLONDE|7.29|49||||||||||||||||1|UN|N||||
00070018093943|72|CLAIROL NNE 10PB XTRA LGHTBLND|7.29|49||||||||||||||||1|UN|N||||
00369266000125|72|IBGARD 12CT CAPSULES|12.99|10||||||||||||||||12|EA|N||||
00072554843099|72|ROLO CARAMEL & CHOC CONE 4CT|4.79|96||||||||||||||||16|OZ|N||||
00072554802737|72|ROLO CARAMEL CHOC SANDWICH 5CT|4.79|96||||||||||||||||12.5|OZ|N||||
00072554721830|72|DRUMSTICK CHOCOLATE LOVERS 8CT|7.99|96||||||||||||||||36.8|OZ|N||||
00072554302046|72|DRUMSTICK MINI DRUMS VAN 20CT|7.99|96||||||||||||||||16.9|OZ|N||||
00074570591879|72|HAAG-DAZ COOKIE SQUARE DULCE|5.79|96||||||||||||||||9|OZ|N||||
00074570409266|72|HAAG-DAZ COOKIE SQUARE VAN 3CT|5.79|96||||||||||||||||9|OZ|N||||
00041548648071|72|OUTSHINE CITRUS FRT BARS 12CT|5.29|96|10.00|3|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15072072||||||18|OZ|N||||
00041548841823|72|OUTSHINE STRAW FRUIT BARS 12CT|5.29|96|10.00|3|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15072072||||||18|OZ|N||||
00041548186160|72|OUTSHINE FRT BAR ACAI BLU 6CT|3.99|96|10.00|3|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15072062||||||14.7|OZ|N||||
00789785966694|72|SKINNY COW PROT VAN SANDWICHS|5.49|96|3.99|1|2018/06/21|2018/07/18|0|0|||Giant Eagle Advantage Card Price|15084306||||||16|OZ|N||||
00789785501499|72|SKINNY COW PROT CHOC SANDWICHS|5.49|96|3.99|1|2018/06/21|2018/07/18|0|0|||Giant Eagle Advantage Card Price|15084306||||||16|OZ|N||||
00826088511302|72|RUBY SENSATION POTATOES 3LB|5.99|4|3.99|1|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|||||||3|LB|N||||
00842234002173|72|GARDEIN MTLSS PEP PIZZA POCKET|4.99|37||||||||||||||||14.10|OZ|N||||
00041483041876|72|KEMPS JOYFUL SCOOPS CHOC CHIP|5.49|96|4.99|1|2018/02/15|2018/07/18|0|0|||Giant Eagle Advantage Card Price|14536986||||||48|OZ|N||||
00072545070015|72|STEAKUMM CHICKEN STEAK|5.79|37||||||||||||||||9|OZ|N||||
00028989100801|72|MSTAR GRILLER BURGERS VP|7.49|37||||||||||||||||18|OZ|N||||
00041483041968|72|KEMPS JOYFUL SCOOPS SS CARAMEL|5.49|96|4.99|1|2018/02/15|2018/07/18|0|0|||Giant Eagle Advantage Card Price|14536986||||||48|OZ|N||||
00041483041944|72|KEMPS JOYFUL SCOOPS CHOC PB|5.49|96|4.99|1|2018/02/15|2018/07/18|0|0|||Giant Eagle Advantage Card Price|14536986||||||48|OZ|N||||
00041483041883|72|KEMPS JOYFUL SCOOPS MINT CHOC|5.49|96|4.99|1|2018/02/15|2018/07/18|0|0|||Giant Eagle Advantage Card Price|14536986||||||48|OZ|N||||
00041483041845|72|KEMPS TWISTED COOKIE DOUGH|4.99|96|4.99|1|2018/02/15|2018/07/18|0|0|||Giant Eagle Advantage Card Price|||||||48|OZ|N||||
00028989102218|72|MSTAR MEAT LVR VEGAN BURGER|4.79|37||||||||||||||||8|OZ|N||||
00852109331048|72|ENLIGHTENED VANILLA ICE CREAM|5.49|96|3.99|1|2018/06/28|2018/07/25|0|0|||Giant Eagle Advantage Card Price|15084326||||||1|PT|N||||
00028989102195|72|MSTAR VEG LVR VEGAN BURGER|4.79|37||||||||||||||||8|OZ|N||||
00050051806038|72|KISS THERAPY SPF 30 LIP BALM|2.99|49||||||||||||||||1|EA|N||||
00050051806045|72|KISS THERAPY SPF 30 LIP BALM|2.99|49||||||||||||||||1|EA|N||||
00852109331062|72|ENLIGHTENED CHOC PB ICE CREAM|5.49|96|3.99|1|2018/06/28|2018/07/25|0|0|||Giant Eagle Advantage Card Price|15084326||||||1|PT|N||||
00050051806069|72|KISS THERAPY MEDICATED LIP BAL|2.99|49||||||||||||||||1|EA|N||||
00852109331789|72|ENLIGHTENED SS CARAMEL|5.49|96|3.99|1|2018/06/28|2018/07/25|0|0|||Giant Eagle Advantage Card Price|15084326||||||1|PT|N||||
00050051807233|72|BEVERAGE CUP LIP BALM|3.99|49||||||||||||||||1|EA|N||||
00050051807929|72|LIPPY PAL LIP BALM PANDA|3.99|49||||||||||||||||1|EA|N||||
00050051807936|72|LIPPY PAL LIP BALM UNICORN|3.99|49||||||||||||||||1|EA|N||||
00050051807943|72|LIPPY PAL LIP BALM FOX|3.99|49||||||||||||||||1|EA|N||||
00050051807950|72|LIPPY PAL LIP BALM BUNNY|3.99|49||||||||||||||||1|EA|N||||
00852109331796|72|ENLIGHTENED BROWNIE COOKIE DOU|5.49|96|3.99|1|2018/06/28|2018/07/25|0|0|||Giant Eagle Advantage Card Price|15084326||||||1|PT|N||||
00852244003930|72|ARCTIC ZERO VANILLA BEAN LT IC|4.99|96|3.99|1|2018/06/28|2018/07/25|0|0|||Giant Eagle Advantage Card Price|15084240||||||16|OZ|N||||
00070640015566|72|BLUE BUNNY LOAD'D SUNDAE BUNNY|2.99|96|5.00|2|2018/06/28|2018/07/25|0|0|||Giant Eagle Advantage Card Price|15114058||||||8.50|OZ|N||||
00070640015672|72|BLUE BUNNY LOAD'D PB BUNNY|2.99|96|5.00|2|2018/06/28|2018/07/25|0|0|||Giant Eagle Advantage Card Price|15114058||||||8.50|OZ|N||||
00050051807974|72|DISNEY EMOJI LIP BALM BELLE|4.99|49||||||||||||||||1|EA|N||||
00070640015665|72|BLUE BUNNY LOAD'D CH BRWNIE BO|2.99|96|5.00|2|2018/06/28|2018/07/25|0|0|||Giant Eagle Advantage Card Price|15114058||||||8.50|OZ|N||||
00070640015658|72|BLUE BUNNY LOAD'D COOKIE CR &|2.99|96|5.00|2|2018/06/28|2018/07/25|0|0|||Giant Eagle Advantage Card Price|15114058||||||8.50|OZ|N||||
00070640015641|72|BLUE BUNNY LOAD'D COOKIE DOUGH|2.99|96|5.00|2|2018/06/28|2018/07/25|0|0|||Giant Eagle Advantage Card Price|15114058||||||8.50|OZ|N||||
00070640015610|72|BLUE BUNNY LOAD'D MINT CHOC CH|2.99|96|5.00|2|2018/06/28|2018/07/25|0|0|||Giant Eagle Advantage Card Price|15114058||||||8.50|OZ|N||||
00070640015603|72|BLUE BUNNY LOAD'D STRW SHRTCAK|2.99|96|5.00|2|2018/06/28|2018/07/25|0|0|||Giant Eagle Advantage Card Price|15114058||||||8.50|OZ|N||||
00070640015573|72|BLUE BUNNY LOAD'D SLT CARAMEL|2.99|96|5.00|2|2018/06/28|2018/07/25|0|0|||Giant Eagle Advantage Card Price|15114058||||||8.50|OZ|N||||
00044000053284|72|GOOD THINS BEAN ONE CHIP TOM|2.99|90|1.99|1|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15110544||||||6.5|OZ|N||||
00044000055189|72|RITZ CRISP & THINS SWT CHILI|3.79|90|2.99|1|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15169648||||||7.1|OZ|N||||
00044000055196|72|RITZ CRISP & THINS SMKD CHIPOT|3.79|90|2.99|1|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15169648||||||7.1|OZ|N||||
00044000055493|72|TRISCUIT FOUR CHEESE & HERB CR|2.99|90|1.99|1|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15110524||||||8.5|OZ|N||||
00044000055509|72|TRISCUIT AVOCADO CILANTRO&LIME|2.99|90|1.99|1|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15110524||||||8.5|OZ|N||||
00044000055707|72|TRISCUIT THIN CRISPS ROMANO CH|2.99|90|1.99|1|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15110524||||||7.1|OZ|N||||
00044000055714|72|TRISCUIT MINI SMOKED GOUDA|2.99|90|1.99|1|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15110524||||||8|OZ|N||||
00731493021301|72|GRAETERS DK CHOC FUDGE BROWNIE|5.99|96||||||||||||||||16|OZ|N||||
00731493021400|72|GRAETERS S'MORES|5.99|96||||||||||||||||16|OZ|N||||
00070640016327|72|BB CHILLY COW CC&C HALF PINT|4.99|96|3.99|1|2018/06/28|2018/07/11|0|0|||Giant Eagle Advantage Card Price|15097275||||||2|PK|N||||
00070640016303|72|BB CHILLY COW CHOC BROWNIE HAL|4.99|96|3.99|1|2018/06/28|2018/07/11|0|0|||Giant Eagle Advantage Card Price|15097275||||||2|PK|N||||
00070640016280|72|BB CHILLY COW VAN GRAHAM HALF|4.99|96|3.99|1|2018/06/28|2018/07/11|0|0|||Giant Eagle Advantage Card Price|15097275||||||2|PK|N||||
00717489530040|72|MILANI CONCL PRF SHN PWDR NATU|10.99|49||||||||||||||||1|EA|N||||
00717489530057|72|MILANI CONCL PRF PWDR NAT BEIG|10.99|49||||||||||||||||1|EA|N||||
00070640016266|72|BB CHILLY COW BUTTER SLT CARAM|4.99|96|3.99|1|2018/06/28|2018/07/11|0|0|||Giant Eagle Advantage Card Price|15097275||||||2|PK|N||||
00070640016242|72|BB CHILLY COW SWT CRM PB HALF|4.99|96|3.99|1|2018/06/28|2018/07/11|0|0|||Giant Eagle Advantage Card Price|15097275||||||2|PK|N||||
00070640016211|72|BB CHILLY COW CHOC CHIP C DOUG|4.99|96|3.99|1|2018/06/28|2018/07/11|0|0|||Giant Eagle Advantage Card Price|15097275||||||2|PK|N||||
00070640016204|72|BB CHILLY COW MINT DK CHOC CHI|4.99|96|3.99|1|2018/06/28|2018/07/11|0|0|||Giant Eagle Advantage Card Price|15097275||||||2|PK|N||||
00077567001139|72|BREYERS DELIGHTS BUTTER PECAN|4.99|96|6.00|2|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15084204||||||16|OZ|N||||
00077567000934|72|BREYERS GELATO BROWNIE BATTER|5.99|96|8.00|2|2018/06/28|2018/07/25|0|0|||Giant Eagle Advantage Card Price|15086117||||||28.50|OZ|N||||
00077567000897|72|BREYERS 2IN1 OREO CHIPS AHOY|5.79|96|12.00|4|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15113354||||||48|OZ|N||||
00077567000781|72|BREYERS VANILLA CARAMEL|5.79|96|12.00|4|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15113354||||||48|OZ|N||||
00076840000654|72|B&J NON DAIRY CINNAMON BUN|5.29|96|8.00|2|2018/06/28|2018/07/25|0|0|||Giant Eagle Advantage Card Price|15086105||||||16|OZ|N||||
00076840000661|72|B&J NON DAIRY PB HALF BAKED|5.29|96|8.00|2|2018/06/28|2018/07/25|0|0|||Giant Eagle Advantage Card Price|15086105||||||16|OZ|N||||
00076840000715|72|B&J CARAMEL CHOCOLATE CHEESECA|4.79|96|12.00|4|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15113342||||||16|OZ|N||||
00077567001160|72|BREYERS DELIGHTS RASPBERRY FUD|4.99|96|6.00|2|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15084204||||||1|PT|N||||
00037000505051|72|ALIGN EXTRA STRENGTH 21CT|30.99|10||||||||||||||||21|CT|N||||
00368163571721|72|NUSYLLIUM ORGANIC FIBER ORANGE|15.99|10||||||||||||||||30.50|OZ|N||||
00368163570854|72|NUSYLLIUM ORGANIC FIBER UNFLAV|15.99|10||||||||||||||||21|OZ|N||||
00793573174864|72|DIAMOND CREEK HIGH PH 9.5+ ALK|3.99|67|10.00|3|2018/06/28|2018/07/25|0|0|||Giant Eagle Advantage Card Price|15071299||||||128|OZ|N||||
00034800002001|72|KING OSCAR SARDINES OLIVE OIL|2.49|1|2.19|1|2018/06/14|2018/07/11|0|0|||Giant Eagle Advantage Card Price|15138687||||||3.75|OZ|N||||
00034800006412|72|KING OSCAR SARDINES EVOO MED|2.49|1|2.19|1|2018/06/14|2018/07/11|0|0|||Giant Eagle Advantage Card Price|15138687||||||3.75|OZ|N||||
00075856000269|72|KLONDIKE REESE SNACK SIZE|5.49|96||||||||||||||||24|OZ|N||||
00077567001283|72|POPSICLE FRUIT POP MANGO|4.99|96|8.00|2|2018/06/21|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15070818||||||18|OZ|N||||
00070640014996|72|BLUE BUNNY SNACKS CC&C|4.99|96|4.49|1|2018/06/28|2018/07/25|0|0|||Giant Eagle Advantage Card Price|15114046||||||6|PK|N||||
00070640016150|72|BLUE BUNNY SNACKS VAN FUDGE BR|4.99|96|4.49|1|2018/06/28|2018/07/25|0|0|||Giant Eagle Advantage Card Price|15114046||||||6|PK|N||||
00070640016105|72|BLUE BUNNY SNACKS CHOC HAZELNU|4.99|96|4.49|1|2018/06/28|2018/07/25|0|0|||Giant Eagle Advantage Card Price|15114046||||||6|PK|N||||
00070640015047|72|BLUE BUNNY SNACKS CHOC VAN TWI|4.99|96|4.49|1|2018/06/28|2018/07/25|0|0|||Giant Eagle Advantage Card Price|15114046||||||6|PK|N||||
00070640016099|72|BLUE BUNNY SNACKS STRW CHEESEC|4.99|96|4.49|1|2018/06/28|2018/07/25|0|0|||Giant Eagle Advantage Card Price|15114046||||||6|PK|N||||
00070640015030|72|BLUE BUNNY SNACKS SLT CARM PRT|4.99|96|4.49|1|2018/06/28|2018/07/25|0|0|||Giant Eagle Advantage Card Price|15114046||||||6|PK|N||||
00070640015009|72|BLUE BUNNY SNACKS CHOC CHIP CK|4.99|96|4.49|1|2018/06/28|2018/07/25|0|0|||Giant Eagle Advantage Card Price|15114046||||||6|PK|N||||
00070640016174|72|BB CHILLY COW BROWN BUTTER SLT|4.99|96|3.99|1|2018/06/28|2018/07/11|0|0|||Giant Eagle Advantage Card Price|15097263||||||5|PK|N||||
00070640016181|72|BB CHILLY COW CHOC BROWNIE|4.99|96|3.99|1|2018/06/28|2018/07/11|0|0|||Giant Eagle Advantage Card Price|15097263||||||5|PK|N||||
00070640016198|72|BB CHILLY COW VAN GRAHAM SWIRL|4.99|96|3.99|1|2018/06/28|2018/07/11|0|0|||Giant Eagle Advantage Card Price|15097263||||||5|PK|N||||
00815712015507|72|HAM AND WHT CHED ON PRETZEL|3.99|53||||||||||||||||7|OZ|N||||
00070640016112|72|BLUE BUNNY MINT COOKIE MINI|4.99|96|4.49|1|2018/06/28|2018/07/25|0|0|||Giant Eagle Advantage Card Price|15114046||||||8|PK|N||||
00815712015101|72|CHICKEN SALAD CROISSANT|3.99|53||||||||||||||||7|OZ|N||||
00070640016006|72|BB BOMB POPS/FRT BAR STR BANAN|3.99|96|5.00|2|2018/05/24|2018/09/05|0|0|||Giant Eagle Advantage Card Price|14928642||||||8|PK|N||||
00070640016013|72|BB BOMB POPS/FRUIT BAR STRW|3.99|96|5.00|2|2018/05/24|2018/09/05|0|0|||Giant Eagle Advantage Card Price|14928642||||||8|PK|N||||
00815712015491|72|TUNA SALAD CROISSANT|3.99|53||||||||||||||||7|OZ|N||||
00811975011096|72|RUST BELT PEPPER RELISH ORIG|7.99|1||||||||||||||||16|OZ|N||||
00863131000116|72|RUST BELT PEPPER RELISH SPICY|7.99|1||||||||||||||||16|OZ|N||||
00744473000838|72|SO DELICIOUS BANANA FOSTER|5.99|96|4.99|1|2018/04/26|2018/07/18|0|0|||Giant Eagle Advantage Card Price|14005951||||||16|OZ|N||||
00744473000821|72|SO DELICIOUS BLBRY CARDAMOM|5.99|96|4.99|1|2018/04/26|2018/07/18|0|0|||Giant Eagle Advantage Card Price|14005951||||||16|OZ|N||||
00744473000869|72|SO DELICIOUS KEY LIME|5.99|96|4.99|1|2018/04/26|2018/07/18|0|0|||Giant Eagle Advantage Card Price|14005951||||||16|OZ|N||||
00744473000845|72|SO DELICIOUS COLD BREW|5.99|96|4.99|1|2018/04/26|2018/07/18|0|0|||Giant Eagle Advantage Card Price|14005951||||||16|OZ|N||||
00074570364787|72|HAGN DAZ ND TRIO CHOC PB IC|4.99|96||||||||||||||||14|OZ|N||||
00074570562671|72|HAGN DAZ ND TRIO COCO CKY/CRM|4.99|96||||||||||||||||14|OZ|N||||
00077567001153|72|BREYERS DELIGHTS VANILLA CUPCA|4.99|96|6.00|2|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15084204||||||1|PT|N||||
00077567001290|72|POPSICLE FRUIT POP STRAWBERRY|4.99|96|8.00|2|2018/06/21|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15070818||||||18|OZ|N||||
00077567001276|72|POPSICLE FRUIT POPS ORANGE|4.99|96|8.00|2|2018/06/21|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15070818||||||18|OZ|N||||
00077567001252|72|POPSICLE FRUIT POPS RASPBERRY|4.99|96|8.00|2|2018/06/21|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15070818||||||18|OZ|N||||
00077567000965|72|MAGNUM MG DB CHERRY TRUFFLE|4.49|96|12.00|4|2018/06/28|2018/07/11|0|0|||Giant Eagle Advantage Card Price|15084374||||||9.12|OZ|N||||
00020735112601|72|TURKEY HILL CHOC SALTED CARAME|5.49|96||||||||||||||||48|OZ|N||||
00859610008353|72|BLUE BITS - BEEF|3.99|40||||||||||||||||4|OZ|N||||
00840243106332|72|BLUE BACON EGG & CHEESE BAR|4.99|40|3.99|1|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15164928||||||16|OZ|N||||
00859610005109|72|HBR PUMPKIN CINNAMON|4.99|40|3.99|1|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15164928||||||16|OZ|N||||
00071190001788|72|NUTRISH PURRFECT ENTREES TUNA|1.00|40||||||||||||||||2|OZ|N||||
00615908412116|72|TIGI BH FOXY CRLS HI-D SP6.76Z|19.99|49||||||||||||||||6.76|OZ|N||||
00615908413960|72|TIGI BH MAXXED OUT H/S 8OZ|18.99|49||||||||||||||||8|OZ|N||||
00071190001764|72|NUTRISH PURRFECT ENTREES CHICK|1.00|40||||||||||||||||2|OZ|N||||
00071190001795|72|NUTRISH PURRFECT VARIETY PK|12.49|40||||||||||||||||12|PK|N||||
00840243102150|72|BLUE PATE ADULT TURKEY&CHICKEN|1.19|40|10.00|10|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15164916||||||3|OZ|N||||
